TRADE_DATE,SEC_CODE,SYMBOL1,MARKET,VOLUME,TRADE_QTY,NO_OF_TRADES,LOW,BEST_ASK_PRICE,BEST_ASK_QTY,BEST_BID_PRICE,BEST_BID_QTY
03/07/2022,131069,UINV,2,281674.48,324300,146,0.85,4.33,18691.0,4.79,12300.0
03/07/2022,131073,ULDC,2,606489.1,346639,230,1.67,6.26,1357.0,6.69,1731.0
03/07/2022,131076,JNTH,2,158961.77,330314,129,0.47,3.94,64066.0,4.4,29770.0
03/07/2022,131077,SPIC,1,46981.5,55079,77,0.85,2.74,900.0,3.22,307.0
03/07/2022,131087,REDV,2,13.4,20,1,0.67,1.0,2979.0,1.5,7010.0
03/07/2022,131088,EJAD,0,169.0,2100,2,0.08,1.02,14879.0,1.52,650.0
03/07/2022,131101,AQAR,2,2776.71,3951,9,0.7,1.18,550.0,1.68,500.0
03/07/2022,131206,JTEL,1,237954.52,118826,30,2.0,1.67,27706.0,2.16,1210.0
03/07/2022,131207,CICO,2,12000.0,7500,2,1.6,1.02,5278.0,1.52,327.0
03/07/2022,131208,NAQL,2,256.7,1415,2,0.18,1.02,20739.0,1.52,85037.0
03/07/2022,131217,IPRO,0,3392.5,33750,11,0.1,1.23,227948.0,1.73,284140.0
03/07/2022,131218,REAL,1,8743.59,7950,10,1.08,1.2,2001.0,1.7,2000.0
03/07/2022,131219,BIND,2,500.08,376,2,1.33,1.02,50.0,1.52,850.0
03/07/2022,131220,AIFE,1,3626.64,828,1,4.38,1.0,250.0,1.5,1753.0
03/07/2022,131224,IBFM,2,8302.22,37657,21,0.21,1.46,3400.0,1.95,12000.0
03/07/2022,131226,INVH,0,1564.9,5040,3,0.31,1.05,9750.0,1.55,500.0
03/07/2022,131227,AMWL,0,2281.8,28520,11,0.08,1.23,197397.0,1.73,30000.0
03/07/2022,131228,OFTC,2,455.0,1750,4,0.26,1.07,44479.0,1.57,52102.0
03/07/2022,131229,JRCD,2,108.9,198,4,0.55,1.07,1370.0,1.57,2530.0
03/07/2022,131230,SECO,0,370.33,863,3,0.41,1.05,759.0,1.55,2676.0
03/07/2022,131234,AMAD,2,9847.36,12886,18,0.75,1.4,3564.0,1.89,214.0
03/07/2022,131235,WIVA,2,155.22,398,2,0.39,1.02,500.0,1.52,1800.0
03/07/2022,131236,IHCO,2,1258.56,3496,7,0.36,1.14,2825.0,1.64,254.0
03/07/2022,131237,EMAR,0,397.1,2646,6,0.15,1.11,80942.0,1.61,53839.0
03/07/2022,131238,NOTI,2,946.35,701,10,1.35,1.2,4085.0,1.7,200.0
03/07/2022,131239,PHNX,2,18939.34,105218,19,0.18,1.42,269570.0,1.91,5694.0
03/07/2022,131241,COHO,2,1736.5,2200,10,0.78,1.2,4500.0,1.7,300.0
03/07/2022,131243,MSFT,2,14202.5,35250,14,0.4,1.29,7339.0,1.79,40078.0
03/07/2022,131245,NCMD,2,11.45,5,1,2.29,1.0,10.0,1.5,2000.0
03/07/2022,131246,HIPR,2,40362.33,112634,72,0.35,2.63,2877.0,3.11,44783.0
03/07/2022,131247,UNAI,2,5577.41,12168,18,0.45,1.4,1850.0,1.89,20413.0
03/07/2022,131251,FFCO,2,827.24,1692,3,0.47,1.05,2500.0,1.55,1569.0
03/07/2022,131255,DERA,2,9795.0,15750,21,0.62,1.46,10366.0,1.95,11200.0
03/07/2022,131256,ABUS,2,16689.8,30344,31,0.55,1.69,4840.0,2.18,9000.0
03/07/2022,131258,FUTR,2,5602.64,18502,11,0.3,1.23,16198.0,1.73,16000.0
03/07/2022,131260,SALM,2,3485.2,2100,3,1.65,1.05,300.0,1.55,400.0
03/07/2022,131261,RICS,2,658.3,2270,5,0.29,1.09,3490.0,1.59,11453.0
03/07/2022,131262,RUMM,2,8617.7,45050,19,0.19,1.42,61680.0,1.91,205432.0
03/07/2022,131265,THDI,2,22157.98,20109,32,1.1,1.71,200.0,2.2,1000.0
03/07/2022,131267,KAFA,2,94454.18,144860,120,0.62,3.74,5079.0,4.2,48584.0
03/07/2022,131268,THMA,2,18351.42,47530,42,0.38,1.94,2950.0,2.43,33805.0
03/07/2022,131269,FRST,2,1538.4,6410,5,0.24,1.09,31202.0,1.59,1460.0
03/07/2022,131270,PROF,2,40499.31,71937,19,0.56,1.42,13390.0,1.91,9067.0
03/07/2022,131274,DARA,1,14514.42,23114,35,0.62,1.78,19136.0,2.27,5000.0
03/07/2022,131275,SABK,2,14118.9,24280,20,0.57,1.44,13435.0,1.93,9100.0
03/07/2022,131278,SHRA,2,19527.5,24200,28,0.8,1.62,750.0,2.11,9010.0
03/07/2022,131281,AMWJ,2,2972.35,29723,12,0.1,1.25,47450.0,1.75,34366.0
03/07/2022,131282,DAIF,2,4300.0,17500,7,0.24,1.14,27332.0,1.64,21014.0
03/07/2022,131283,SURA,2,25704.96,67592,26,0.38,1.58,6580.0,2.07,7314.0
03/07/2022,131285,AMON,2,77.0,100,1,0.77,1.0,9450.0,1.5,500.0
03/07/2022,131286,MANE,1,675700.24,365938,390,1.81,9.92,8938.0,10.31,26095.0
03/07/2022,141002,JPPC,2,182.0,100,1,1.82,1.0,302.0,1.5,101.0
03/07/2022,141003,APCT,2,5548.75,4989,19,1.11,1.42,370.0,1.91,205.0
03/07/2022,141004,JODA,2,180.0,60,3,3.0,1.05,24.0,1.55,190.0
03/07/2022,141009,ICAG,1,2350.0,2500,5,0.94,1.09,657.0,1.59,550.0
03/07/2022,141012,DADI,2,5893.05,5995,18,0.98,1.4,3375.0,1.89,1743.0
03/07/2022,141015,JOCF,0,1877.5,1502,6,1.25,1.11,1038.0,1.61,800.0
03/07/2022,141018,JOPH,1,995667.12,26839,280,36.8,7.4,63.0,7.82,900.0
03/07/2022,141019,JOPI,2,20578.77,26637,25,0.77,1.55,147.0,2.04,7500.0
03/07/2022,141036,ATTA,2,86666.47,74811,120,1.12,3.74,150.0,4.2,1238.0
03/07/2022,141042,JOCM,0,129.56,300,2,0.43,1.02,419.0,1.52,400.0
03/07/2022,141043,APOT,1,10279.86,245,13,41.9,1.27,11.0,1.77,50.0
03/07/2022,141055,JOIR,2,3647.06,10715,18,0.34,1.4,8514.0,1.89,400.0
03/07/2022,141058,ATCO,2,374260.79,507366,212,0.72,5.84,45689.0,6.28,4005.0
03/07/2022,141061,ELZA,0,3770.9,7880,19,0.47,1.42,650.0,1.91,1670.0
03/07/2022,141065,RMCC,2,543.0,1550,8,0.35,1.16,8663.0,1.66,3800.0
03/07/2022,141070,JOST,2,3394.24,13054,20,0.26,1.44,50567.0,1.93,14544.0
03/07/2022,141074,UTOB,2,65726.12,66381,112,0.97,3.55,886.0,4.02,1679.0
03/07/2022,141086,INOH,0,130736.24,78603,43,1.57,1.96,2778.0,2.45,0.0
03/07/2022,141091,NATA,2,13640.73,11721,20,1.15,1.44,1494.0,1.93,9200.0
03/07/2022,141094,NDAR,2,19512.71,15965,49,1.2,2.1,1400.0,2.59,300.0
03/07/2022,141097,MECE,0,692.75,1565,10,0.43,1.2,14069.0,1.7,21380.0
03/07/2022,141106,IDMC,1,25371.78,43741,17,0.58,1.36,30375.0,1.86,4926.0
03/07/2022,141203,TRAV,0,32.5,250,1,0.13,1.0,6230.0,1.5,260.0
03/07/2022,141204,JPHM,0,360.2,1030,4,0.33,1.07,16381.0,1.57,9140.0
03/07/2022,141208,AQRM,2,3500.0,10000,3,0.35,1.05,5530.0,1.55,2000.0
03/07/2022,141210,HPIC,1,3070.4,1020,2,3.01,1.02,160.0,1.52,200.0
03/07/2022,141214,ASAS,2,991238.32,2032118,9,0.48,1.18,575.0,1.68,10.0
03/07/2022,141215,UCIC,2,1017.5,2750,7,0.37,1.14,2125.0,1.64,51261.0
03/07/2022,141216,SHLE,0,363.16,1100,2,0.33,1.02,3999.0,1.52,250.0
03/07/2022,141217,IPCH,2,2303.3,4820,12,0.47,1.25,4376.0,1.75,5232.0
03/07/2022,141218,FUND,2,19.44,8,1,2.43,1.0,114692.0,1.5,0.0
03/07/2022,142041,JOPT,1,4845304.79,823761,1074,5.7,25.63,9625.0,25.81,1500.0
03/08/2022,111001,JOIB,1,498159.29,133479,138,3.7,4.14,713.0,4.6,5118.0
03/08/2022,111002,JOKB,1,13358.61,8308,19,1.6,1.42,1394.0,1.91,2358.0
03/08/2022,111003,JCBK,1,8.37,9,1,0.93,1.0,400.0,1.5,991.0
03/08/2022,111004,THBK,1,11711.14,3165,8,3.7,1.16,40.0,1.66,500.0
03/08/2022,111005,AJIB,1,8972.5,7222,6,1.24,1.11,3000.0,1.61,961.0
03/08/2022,111006,SIBK,1,5775.16,3005,5,1.91,1.09,344.0,1.59,800.0
03/08/2022,111007,UBSI,1,16349.33,9071,18,1.79,1.4,500.0,1.89,10092.0
03/08/2022,111009,ABCO,1,1175.97,1438,5,0.81,1.09,1905.0,1.59,3526.0
03/08/2022,111014,INVB,1,1161.76,763,3,1.52,1.05,2225.0,1.55,1064.0
03/08/2022,111017,CAPL,1,337788.51,136609,136,2.44,4.1,2000.0,4.56,1570.0
03/08/2022,111021,CABK,1,18245.69,13882,19,1.31,1.42,2004.0,1.91,1880.0
03/08/2022,111022,BOJX,1,28780.96,13658,25,2.1,1.55,555.0,2.04,20.0
03/08/2022,111027,BAMB,0,11503.02,47923,9,0.24,1.18,15597.0,1.68,3000.0
03/08/2022,111033,AHLI,1,80426.27,74175,51,1.07,2.14,6.0,2.63,27010.0
03/08/2022,113023,ARBK,1,156090.42,31842,71,4.89,2.61,288.0,3.09,1116.0
03/08/2022,121002,MEIN,1,316846.9,270750,10,1.17,1.2,500.0,1.7,261.0
03/08/2022,121004,JOIN,1,20992.0,15000,19,1.38,1.42,2400.0,1.91,500.0
03/08/2022,121009,JOFR,1,813.75,1085,1,0.75,1.0,1000.0,1.5,1500.0
03/08/2022,121014,AOIC,2,1348.28,820,9,1.63,1.18,100.0,1.68,250.0
03/08/2022,121025,TIIC,1,35381.25,24115,30,1.45,1.67,1995.0,2.16,200.0
03/08/2022,121034,FINS,1,147574.92,208009,118,0.69,3.68,6189.0,4.15,510.0
03/08/2022,131004,JOEP,1,2054247.67,1007725,834,1.99,20.13,6055.0,20.38,9000.0
03/08/2022,131005,AIHO,2,34.45,38,2,0.9,1.02,95.0,1.52,167.0
03/08/2022,131010,IREL,1,20876.95,1968,27,10.55,1.6,210.0,2.09,120.0
03/08/2022,131012,SHIP,1,364.55,165,3,2.19,1.05,271.0,1.55,45.0
03/08/2022,131017,JDPC,2,132825.66,313114,161,0.41,4.68,30015.0,5.13,24113.0
03/08/2022,131018,MHFZ,2,19837.74,22802,32,0.87,1.71,6554.0,2.2,1000.0
03/08/2022,131019,TAJM,2,3652.0,11400,9,0.32,1.18,60342.0,1.68,54000.0
03/08/2022,131022,JDFS,1,129880.7,15008,18,8.4,1.4,970.0,1.89,49.0
03/08/2022,131023,JITC,2,2310.0,2200,9,1.05,1.18,300.0,1.68,900.0
03/08/2022,131025,JEIH,2,3622.0,6640,6,0.54,1.11,60.0,1.61,2833.0
03/08/2022,131027,JOMA,0,0.4,10,1,0.04,1.0,75635.0,1.5,276098.0
03/08/2022,131034,SITT,1,1054.32,1033,2,1.02,1.02,200.0,1.52,15.0
03/08/2022,131035,MDTR,2,450.0,250,1,1.8,1.0,750.0,1.5,0.0
03/08/2022,131051,ZEIC,1,25304.6,11002,6,2.3,1.11,234.0,1.61,1000.0
03/08/2022,131052,AIEI,1,741.81,313,2,2.37,1.02,1400.0,1.52,250.0
03/08/2022,131064,ABLA,0,1576.0,26250,10,0.06,1.2,179055.0,1.7,6410.0
03/08/2022,131067,ZARA,2,584.25,1425,3,0.41,1.05,150.0,1.55,2090.0
03/08/2022,131069,UINV,2,112967.01,143617,100,0.76,3.27,7150.0,3.74,11594.0
03/08/2022,131073,ULDC,2,52467.35,31175,52,1.64,2.18,3.0,2.66,29360.0
03/08/2022,131076,JNTH,2,275125.0,524158,226,0.51,6.17,46248.0,6.6,64390.0
03/08/2022,131077,SPIC,1,79580.48,97623,63,0.8,2.42,3904.0,2.9,4320.0
03/08/2022,131082,AEIV,2,981.12,1752,4,0.56,1.07,1440.0,1.57,186.0
03/08/2022,131101,AQAR,2,8.01,11,2,0.71,1.02,760.0,1.52,10.0
03/08/2022,131206,JTEL,1,1641545.98,703226,578,2.27,14.25,2300.0,14.58,1550.0
03/08/2022,131207,CICO,2,1935.0,1200,3,1.6,1.05,5278.0,1.55,146.0
03/08/2022,131213,RJAL,0,387.02,2039,5,0.18,1.09,2888.0,1.59,48824.0
03/08/2022,131217,IPRO,0,15419.56,128413,30,0.12,1.67,11864.0,2.16,579033.0
03/08/2022,131219,BIND,2,71.5,50,1,1.43,1.0,50.0,1.5,270.0
03/08/2022,131224,IBFM,2,1305.25,5675,8,0.23,1.16,5995.0,1.66,12000.0
03/08/2022,131225,INMA,0,239.0,770,3,0.31,1.05,720.0,1.55,160.0
03/08/2022,131226,INVH,0,830.5,2150,8,0.38,1.16,250.0,1.66,3800.0
03/08/2022,131227,AMWL,0,2730.61,39008,9,0.07,1.18,79822.0,1.68,106627.0
03/08/2022,131228,OFTC,2,841.0,3000,5,0.28,1.09,11288.0,1.59,1600.0
03/08/2022,131229,JRCD,2,184735.44,361944,77,0.51,2.74,3000.0,3.22,6500.0
03/08/2022,131230,SECO,0,375.16,956,3,0.39,1.05,2075.0,1.55,3389.0
03/08/2022,131231,AMAL,2,1876.91,2051,5,0.91,1.09,2050.0,1.59,545.0
03/08/2022,131233,ROYA,0,911.36,6008,6,0.15,1.11,4980.0,1.61,400.0
03/08/2022,131234,AMAD,2,1245.83,1501,2,0.83,1.02,499.0,1.52,3.0
03/08/2022,131235,WIVA,2,4221.0,10550,11,0.4,1.23,2432.0,1.73,2000.0
03/08/2022,131236,IHCO,2,10000.0,25000,25,0.4,1.55,1000.0,2.04,30000.0
03/08/2022,131237,EMAR,0,490.05,3267,4,0.15,1.07,122206.0,1.57,46233.0
03/08/2022,131238,NOTI,2,809.73,732,9,1.08,1.18,72.0,1.68,0.0
03/08/2022,131239,PHNX,2,30221.54,177775,21,0.16,1.46,75697.0,1.95,978199.0
03/08/2022,131241,COHO,2,8530.5,12085,23,0.7,1.51,300.0,2.0,130.0
03/08/2022,131243,MSFT,2,6430.55,15680,14,0.41,1.29,19660.0,1.79,7976.0
03/08/2022,131245,NCMD,2,938.0,500,6,1.86,1.11,26.0,1.61,250.0
03/08/2022,131246,HIPR,2,10131.6,34935,37,0.29,1.83,23374.0,2.32,2420.0
03/08/2022,131247,UNAI,2,12162.86,27847,31,0.43,1.69,9201.0,2.18,7033.0
03/08/2022,131251,FFCO,2,14004.54,25360,26,0.53,1.58,7209.0,2.07,2000.0
03/08/2022,131255,DERA,2,298998.86,496706,65,0.6,2.47,5200.0,2.95,6100.0
03/08/2022,131256,ABUS,2,15535.98,27672,22,0.56,1.49,819.0,1.98,33000.0
03/08/2022,131258,FUTR,2,3216.88,8092,10,0.39,1.2,2185.0,1.7,3008.0
03/08/2022,131261,RICS,2,319.87,1103,2,0.29,1.02,2837.0,1.52,7897.0
03/08/2022,131262,RUMM,2,16538.5,96960,58,0.16,2.31,81669.0,2.79,35513.0
03/08/2022,131265,THDI,2,3789.5,3852,8,0.97,1.16,998.0,1.66,165.0
03/08/2022,131267,KAFA,2,28561.26,36904,36,0.76,1.8,3500.0,2.29,20500.0
03/08/2022,131268,THMA,2,406.36,1126,5,0.36,1.09,8921.0,1.59,3182.0
03/08/2022,131269,FRST,2,2547.25,10189,9,0.25,1.18,77440.0,1.68,1000.0
03/08/2022,131270,PROF,2,55362.53,117764,60,0.47,2.36,16728.0,2.84,25440.0
03/08/2022,131271,JEDI,2,10.7,10,1,1.07,1.0,0.0,1.5,1190.0
03/08/2022,131274,DARA,1,1163.84,1998,6,0.58,1.11,5065.0,1.61,2482.0
03/08/2022,131275,SABK,2,174.0,300,1,0.58,1.0,10000.0,1.5,6360.0
03/08/2022,131278,SHRA,2,6557.3,8625,15,0.76,1.32,1920.0,1.82,2200.0
03/08/2022,131281,AMWJ,2,16.2,161,3,0.1,1.05,5090.0,1.55,56408.0
03/08/2022,131283,SURA,2,17869.6,51036,15,0.35,1.32,11487.0,1.82,14562.0
03/08/2022,131285,AMON,2,1969.28,2939,5,0.67,1.09,249.0,1.59,773.0
03/08/2022,131286,MANE,1,98031.79,50900,62,1.91,2.4,135.0,2.88,900.0
03/08/2022,131287,ENTK,2,6547.5,18750,21,0.34,1.46,9640.0,1.95,10200.0
03/08/2022,141002,JPPC,2,62683.22,30180,32,2.03,1.71,999.0,2.2,26.0
03/08/2022,141003,APCT,2,12449.1,10374,31,1.19,1.69,1375.0,2.18,256.0
03/08/2022,141006,AALU,1,128.31,47,1,2.73,1.0,200.0,1.5,153.0
03/08/2022,141009,ICAG,1,4.7,5,1,0.94,1.0,1000.0,1.5,995.0
03/08/2022,141010,ACDT,2,183.0,150,1,1.22,1.0,500.0,1.5,3481.0
03/08/2022,141012,DADI,2,56978.75,53655,74,1.05,2.67,3390.0,3.15,1887.0
03/08/2022,141014,JOWM,1,343.52,152,3,2.26,1.05,100.0,1.55,1228.0
03/08/2022,141015,JOCF,0,27283.44,22762,40,1.18,1.89,4297.0,2.38,1250.0
03/08/2022,141018,JOPH,1,2604187.49,74338,715,34.3,17.39,100.0,17.68,280.0
03/08/2022,141019,JOPI,2,815.0,1100,2,0.74,1.02,3240.0,1.52,103.0
03/08/2022,141036,ATTA,2,7116.03,7521,16,0.93,1.34,250.0,1.84,1125.0
03/08/2022,141039,WIRE,2,1299.9,7210,6,0.18,1.11,23875.0,1.61,26533.0
03/08/2022,141042,JOCM,0,13430.5,21904,47,0.6,2.05,1000.0,2.54,623.0
03/08/2022,141043,APOT,1,62145.91,1479,30,41.75,1.67,36.0,2.16,25.0
03/08/2022,141052,UMIC,1,9497.0,4500,12,2.11,1.25,695.0,1.75,1900.0
03/08/2022,141055,JOIR,2,3574.52,11520,19,0.31,1.42,5052.0,1.91,812.0
03/08/2022,141058,ATCO,2,265152.74,371407,182,0.7,5.15,9147.0,5.6,19256.0
03/08/2022,141061,ELZA,0,5348.2,13157,17,0.4,1.36,750.0,1.86,2392.0
03/08/2022,141065,RMCC,2,16370.66,48149,13,0.34,1.27,5200.0,1.77,14118.0
03/08/2022,141070,JOST,2,4122.75,16193,13,0.25,1.27,76812.0,1.77,117250.0
03/08/2022,141072,AEIN,0,2.5,25,1,0.1,1.0,11052.0,1.5,1491.0
03/08/2022,141074,UTOB,2,24576.83,28359,45,0.82,2.01,105.0,2.5,14105.0
03/08/2022,141081,NOOR,0,18.0,9,1,2.0,1.0,0.0,1.5,191.0
03/08/2022,141086,INOH,0,153.58,87,3,1.75,1.05,50.0,1.55,100.0
03/08/2022,141091,NATA,2,13294.88,8314,23,1.59,1.51,72.0,2.0,1500.0
03/08/2022,141094,NDAR,2,6310.83,5222,15,1.2,1.32,281.0,1.82,1300.0
03/08/2022,141097,MECE,0,24638.47,55982,67,0.44,2.52,23676.0,3.0,15500.0
03/08/2022,141098,ASPMM,2,399.61,500,4,0.79,1.07,100.0,1.57,1350.0
03/08/2022,141106,IDMC,1,12176.04,21142,14,0.57,1.29,18900.0,1.79,113006.0
03/08/2022,141204,JPHM,0,912.55,2975,6,0.3,1.11,8671.0,1.61,2300.0
03/08/2022,141209,MBED,1,699.0,300,1,2.33,1.0,890.0,1.5,200.0
03/08/2022,141210,HPIC,1,64.0,20,1,3.2,1.0,80.0,1.5,5.0
03/08/2022,141213,CJCC,0,129.2,460,7,0.27,1.14,600.0,1.64,12400.0
03/08/2022,141214,ASAS,2,1636.96,3141,8,0.51,1.16,2500.0,1.66,400.0
03/08/2022,141216,SHLE,0,14311.7,28603,35,0.5,1.78,1397.0,2.27,4497.0
03/08/2022,141217,IPCH,2,2269.63,5481,10,0.41,1.2,4035.0,1.7,1094.0
03/08/2022,141220,MANS,0,269.69,1472,4,0.18,1.07,1956.0,1.57,200.0
03/08/2022,141224,NCCO,1,110.7,50,2,2.21,1.02,400.0,1.52,410.0
03/08/2022,142041,JOPT,1,3996617.67,585216,852,6.68,20.53,3425.0,20.78,1312.0
03/10/2022,111001,JOIB,1,75075.05,19835,26,3.78,1.58,3783.0,2.07,3000.0
03/10/2022,111002,JOKB,1,240006.82,150001,10,1.6,1.2,1898.0,1.7,1500.0
03/10/2022,111004,THBK,1,36.95,10,2,3.69,1.02,2830.0,1.52,5.0
03/10/2022,111005,AJIB,1,6100.0,5000,3,1.22,1.05,590.0,1.55,1000.0
03/10/2022,111006,SIBK,1,8219.52,4281,4,1.92,1.07,2000.0,1.57,2000.0
03/10/2022,111007,UBSI,1,2239.89,1201,4,1.86,1.07,399.0,1.57,1000.0
03/10/2022,111009,ABCO,1,17.22,21,2,0.82,1.02,51679.0,1.52,800.0
03/10/2022,111014,INVB,1,234825.36,156500,17,1.5,1.36,1000.0,1.86,181.0
03/10/2022,111017,CAPL,1,73428.29,30459,35,2.41,1.78,2540.0,2.27,638.0
03/10/2022,111021,CABK,1,34043.02,26310,15,1.29,1.32,14200.0,1.82,10560.0
03/10/2022,111022,BOJX,1,9686.6,4500,5,2.15,1.09,2365.0,1.59,860.0
03/10/2022,111027,BAMB,0,1604.2,8020,2,0.2,1.02,8850.0,1.52,8171.0
03/10/2022,111033,AHLI,1,13702.9,13430,13,1.02,1.27,4500.0,1.77,29500.0
03/10/2022,113023,ARBK,1,346243.14,75114,89,4.6,3.02,4248.0,3.49,4374.0
03/10/2022,121007,JERY,1,4850.0,2500,3,1.94,1.05,750.0,1.55,1300.0
03/10/2022,121014,GIGJ,2,4323.65,2011,8,2.15,1.16,327.0,1.66,654.0
03/10/2022,121020,AIUI,2,3211.2,13380,7,0.24,1.14,2500.0,1.64,50000.0
03/10/2022,121022,JIJC,2,2731.5,9415,5,0.29,1.09,21641.0,1.59,13100.0
03/10/2022,121025,TIIC,1,8280.25,5745,7,1.44,1.14,386.0,1.64,688.0
03/10/2022,121026,ARAS,2,0.96,6,2,0.16,1.02,16104.0,1.52,21000.0
03/10/2022,121034,FINS,1,359.47,553,3,0.65,1.05,7800.0,1.55,2250.0
03/10/2022,131004,JOEP,1,100955.25,52032,83,1.93,2.88,8639.0,3.36,7856.0
03/10/2022,131005,AIHO,2,53.0,62,2,0.85,1.02,190.0,1.52,248.0
03/10/2022,131010,IREL,1,62.56,6,2,10.31,1.02,100.0,1.52,40.0
03/10/2022,131012,SHIP,1,1115.0,500,1,2.23,1.0,500.0,1.5,1086.0
03/10/2022,131013,PRES,0,551.99,5000,6,0.11,1.11,851.0,1.61,10500.0
03/10/2022,131017,JDPC,2,25069.2,64280,34,0.39,1.76,3501.0,2.25,110000.0
03/10/2022,131018,MHFZ,2,1937.8,2440,5,0.79,1.09,532.0,1.59,1000.0
03/10/2022,131019,TAJM,2,7081.51,24419,17,0.29,1.36,13745.0,1.86,93675.0
03/10/2022,131022,JDFS,1,506.1,60,3,8.4,1.05,110.0,1.55,60.0
03/10/2022,131025,JEIH,2,588.0,1200,4,0.49,1.07,1000.0,1.57,3950.0
03/10/2022,131027,JOMA,0,19.2,480,1,0.04,1.0,63620.0,1.5,183108.0
03/10/2022,131039,JOIT,2,138.7,201,2,0.69,1.02,200.0,1.52,200.0
03/10/2022,131051,ZEIC,1,36190.0,14476,7,2.5,1.14,89.0,1.64,1500.0
03/10/2022,131052,AIEI,1,11260.6,4480,7,2.49,1.14,1000.0,1.64,1700.0
03/10/2022,131064,ABLA,0,60.35,1005,2,0.06,1.02,208478.0,1.52,45650.0
03/10/2022,131069,UINV,2,35884.0,47906,31,0.74,1.69,4679.0,2.18,300.0
03/10/2022,131073,ULDC,2,2207.0,1229,8,1.79,1.16,390.0,1.66,501.0
03/10/2022,131076,JNTH,2,54049.89,139997,71,0.38,2.61,14764.0,3.09,155.0
03/10/2022,131077,SPIC,1,162512.78,193908,232,0.82,6.3,6500.0,6.73,5659.0
03/10/2022,131082,AEIV,2,4602.35,8000,7,0.56,1.14,21071.0,1.64,2000.0
03/10/2022,131092,ARED,0,42.28,2114,2,0.02,1.02,4886.0,1.52,1374070.0
03/10/2022,131097,CEIG,2,67.0,100,1,0.67,1.0,585998.0,1.5,105.0
03/10/2022,131098,MALL,2,645.0,1250,3,0.5,1.05,600.0,1.55,200.0
03/10/2022,131206,JTEL,1,526041.2,234987,158,2.23,4.61,29921.0,5.06,2077.0
03/10/2022,131207,CICO,2,3600.0,2000,1,1.8,1.0,272.0,1.5,1311.0
03/10/2022,131208,NAQL,2,117.2,720,2,0.16,1.02,47195.0,1.52,15480.0
03/10/2022,131213,RJAL,0,1898.5,10525,6,0.18,1.11,43262.0,1.61,76441.0
03/10/2022,131217,IPRO,0,2871.0,26100,5,0.11,1.09,36599.0,1.59,211000.0
03/10/2022,131224,IBFM,2,1245.01,6243,7,0.18,1.14,6373.0,1.64,10637.0
03/10/2022,131225,INMA,2,22761.62,52431,78,0.42,2.76,4647.0,3.24,1090.0
03/10/2022,131226,INVH,0,302.76,1166,4,0.25,1.07,1540.0,1.57,1299.0
03/10/2022,131227,AMWL,0,3242.35,37265,8,0.08,1.16,511617.0,1.66,160.0
03/10/2022,131228,OFTC,2,55.2,220,3,0.25,1.05,8038.0,1.55,50.0
03/10/2022,131229,JRCD,2,1.0,2,1,0.5,1.0,1998.0,1.5,5732.0
03/10/2022,131230,SECO,0,3202.48,7305,18,0.43,1.4,810.0,1.89,1021.0
03/10/2022,131232,CEBC,2,663.2,1275,7,0.52,1.14,20000.0,1.64,150.0
03/10/2022,131234,AMAD,2,7.6,10,1,0.76,1.0,240.0,1.5,5.0
03/10/2022,131236,IHCO,2,18095.43,48899,49,0.37,2.1,10441.0,2.59,11550.0
03/10/2022,131237,EMAR,0,30.0,200,1,0.15,1.0,55014.0,1.5,35935.0
03/10/2022,131238,NOTI,2,44.5,50,1,0.89,1.0,4.0,1.5,74.0
03/10/2022,131239,PHNX,2,1850.14,11560,10,0.16,1.2,441875.0,1.7,82858.0
03/10/2022,131241,COHO,2,1477.0,2050,4,0.72,1.07,650.0,1.57,1227.0
03/10/2022,131243,MSFT,2,7518.0,17900,8,0.42,1.16,20701.0,1.66,15000.0
03/10/2022,131246,HIPR,2,8723.6,30080,21,0.29,1.46,33484.0,1.95,26999.0
03/10/2022,131247,UNAI,2,13971.93,32851,28,0.42,1.62,3502.0,2.11,25753.0
03/10/2022,131248,SHBC,0,216.0,800,1,0.27,1.0,500.0,1.5,4200.0
03/10/2022,131249,SANA,2,106.0,300,2,0.35,1.02,600.0,1.52,560.0
03/10/2022,131251,FFCO,2,103.04,184,2,0.56,1.02,2392.0,1.52,150.0
03/10/2022,131255,DERA,2,3081.26,4999,12,0.61,1.25,6404.0,1.75,2100.0
03/10/2022,131256,ABUS,2,1323.0,2700,6,0.49,1.11,3026.0,1.61,207.0
03/10/2022,131262,RUMM,2,26656.75,175755,47,0.15,2.05,131430.0,2.54,26993.0
03/10/2022,131263,CARD,2,120.0,3000,1,0.04,1.0,298292.0,1.5,189006.0
03/10/2022,131265,THDI,2,288.0,300,1,0.96,1.0,250.0,1.5,255.0
03/10/2022,131267,KAFA,2,82606.35,104565,29,0.79,1.64,12000.0,2.13,100139.0
03/10/2022,131268,THMA,2,3014.34,8369,9,0.36,1.18,21364.0,1.68,36000.0
03/10/2022,131269,FRST,2,173.28,722,2,0.24,1.02,58294.0,1.52,6615.0
03/10/2022,131270,PROF,2,621.5,1350,3,0.46,1.05,30098.0,1.55,57537.0
03/10/2022,131275,SABK,2,25827.5,52055,14,0.49,1.29,150.0,1.79,12700.0
03/10/2022,131278,SHRA,2,1800.0,2500,3,0.72,1.05,1000.0,1.55,1000.0
03/10/2022,131281,AMWJ,2,6.12,51,2,0.12,1.02,84148.0,1.52,3360.0
