TRADE_DATE,SEC_CODE,SYMBOL1,MARKET,VOLUME,TRADE_QTY,NO_OF_TRADES,LOW,BEST_ASK_PRICE,BEST_ASK_QTY,BEST_BID_PRICE,BEST_BID_QTY
01/02/2022,111001,JOIB,1,199083.73,54378,73,3.65,2.65,585.0,3.13,2000.0
01/02/2022,111002,JOKB,1,12707.76,9009,17,1.41,1.36,493.0,1.86,1570.0
01/02/2022,111003,JCBK,2,727.41,726,7,1.0,1.14,1853.0,1.64,1000.0
01/02/2022,111004,THBK,1,1558.1,394,5,3.95,1.09,660.0,1.59,46.0
01/02/2022,111006,SIBK,1,29030.98,14867,11,1.95,1.23,1000.0,1.73,333.0
01/02/2022,111007,UBSI,1,1597.2,889,6,1.79,1.11,400.0,1.61,500.0
01/02/2022,111009,ABCO,1,1859.54,2021,10,0.92,1.2,424.0,1.7,4277.0
01/02/2022,111014,INVB,1,2149.98,1463,4,1.46,1.07,600.0,1.57,1452.0
01/02/2022,111017,CAPL,1,62400.01,28514,39,2.17,1.87,3099.0,2.36,1500.0
01/02/2022,111021,CABK,1,72387.18,48582,31,1.49,1.69,7653.0,2.18,13050.0
01/02/2022,111022,BOJX,1,91691.42,39342,41,2.27,1.92,3600.0,2.41,4121.0
01/02/2022,111027,BAMB,0,3386.0,12540,11,0.27,1.23,12135.0,1.73,2192.0
01/02/2022,111033,AHLI,1,165577.19,167299,71,0.98,2.61,4999.0,3.09,54832.0
01/02/2022,113023,ARBK,1,282458.16,58986,97,4.77,3.21,288.0,3.68,13824.0
01/02/2022,121002,MEIN,1,100883.3,77010,2,1.31,1.02,515.0,1.52,1000.0
01/02/2022,121004,JOIN,1,1826.55,1107,3,1.65,1.05,850.0,1.55,200.0
01/02/2022,121007,JERY,1,6580.0,3500,2,1.88,1.02,50.0,1.52,50.0
01/02/2022,121020,AIUI,2,9367.22,6605,13,1.39,1.27,250.0,1.77,500.0
01/02/2022,121025,TIIC,1,2114.65,1435,4,1.47,1.07,565.0,1.57,4085.0
01/02/2022,121026,ARAS,2,1396.8,7760,10,0.18,1.2,1800.0,1.7,259650.0
01/02/2022,131002,ABMS,2,996.78,1347,1,0.74,1.0,95.0,1.5,100.0
01/02/2022,131003,JOHT,2,1050.0,500,1,2.1,1.0,650.0,1.5,500.0
01/02/2022,131004,JOEP,1,361276.94,306392,97,1.17,3.21,72267.0,3.68,185938.0
01/02/2022,131010,IREL,1,1883.85,191,2,9.85,1.02,150.0,1.52,200.0
01/02/2022,131011,VFED,2,308.05,151,3,1.99,1.05,100.0,1.55,100.0
01/02/2022,131017,JDPC,2,59577.36,129516,72,0.46,2.63,14300.0,3.11,67556.0
01/02/2022,131018,MHFZ,2,678.58,917,2,0.74,1.02,1942.0,1.52,583.0
01/02/2022,131019,TAJM,2,5584.0,15500,5,0.36,1.09,48165.0,1.59,4455.0
01/02/2022,131022,JDFS,1,810.61,103,3,7.87,1.05,26.0,1.55,25.0
01/02/2022,131023,JITC,2,19.55,17,1,1.15,1.0,16250.0,1.5,200.0
01/02/2022,131025,JEIH,2,305.0,500,2,0.61,1.02,2960.0,1.52,2000.0
01/02/2022,131051,ZEIC,1,36460.0,16750,14,2.15,1.29,3500.0,1.79,2000.0
01/02/2022,131052,AIEI,1,2559.91,911,2,2.81,1.02,700.0,1.52,89.0
01/02/2022,131064,ABLA,0,81.8,1020,2,0.08,1.02,369800.0,1.52,48431.0
01/02/2022,131069,UINV,2,187142.7,177039,112,1.04,3.55,15449.0,4.02,3591.0
01/02/2022,131073,ULDC,2,104250.54,65210,81,1.58,2.83,580.0,3.31,2631.0
01/02/2022,131076,JNTH,2,111952.57,213702,115,0.52,3.61,7024.0,4.08,10060.0
01/02/2022,131077,SPIC,1,33815.32,28958,49,1.16,2.1,7975.0,2.59,450.0
01/02/2022,131081,SPTI,2,896.0,800,3,1.12,1.05,500.0,1.55,500.0
01/02/2022,131082,AEIV,2,30286.47,51500,28,0.58,1.62,25147.0,2.11,2000.0
01/02/2022,131087,REDV,2,4375.1,6530,12,0.67,1.25,5470.0,1.75,6000.0
01/02/2022,131090,UCFI,2,570.0,600,2,0.95,1.02,750.0,1.52,1300.0
01/02/2022,131092,ARED,0,303.8,10120,2,0.03,1.02,231319.0,1.52,675416.0
01/02/2022,131206,JTEL,1,16832.7,7925,16,2.12,1.34,156.0,1.84,1461.0
01/02/2022,131208,NAQL,2,2260.58,10264,8,0.22,1.16,73890.0,1.66,7300.0
01/02/2022,131213,RJAL,0,149.5,650,2,0.23,1.02,350.0,1.52,43500.0
01/02/2022,131217,IPRO,0,12694.0,126928,57,0.1,2.29,10.0,2.77,631070.0
01/02/2022,131218,REAL,2,1305.64,1282,6,1.01,1.11,2400.0,1.61,1750.0
01/02/2022,131220,AIFE,1,89.37,27,1,3.31,1.0,200.0,1.5,830.0
01/02/2022,131221,PEDC,1,13633.0,3300,6,4.1,1.11,500.0,1.61,1000.0
01/02/2022,131222,PIEC,1,902.07,627,2,1.41,1.02,50.0,1.52,1823.0
01/02/2022,131224,IBFM,2,48309.0,89170,66,0.53,2.49,8850.0,2.97,21020.0
01/02/2022,131225,INMA,0,166.07,415,3,0.4,1.05,2983.0,1.55,8854.0
01/02/2022,131226,INVH,0,9054.9,32530,21,0.27,1.46,2300.0,1.95,9750.0
01/02/2022,131227,AMWL,0,6270.6,57005,6,0.11,1.11,211050.0,1.61,7770.0
01/02/2022,131228,OFTC,2,577.0,1850,6,0.31,1.11,24625.0,1.61,28542.0
01/02/2022,131229,JRCD,2,32203.56,53236,60,0.59,2.36,7000.0,2.84,9085.0
01/02/2022,131230,SECO,0,1200.0,2000,1,0.6,1.0,2142.0,1.5,3184.0
01/02/2022,131231,AMAL,2,18515.9,19490,4,0.95,1.07,2440.0,1.57,2545.0
01/02/2022,131234,AMAD,2,1220.0,1650,7,0.73,1.14,2400.0,1.64,355.0
01/02/2022,131235,WIVA,2,103098.5,174760,8,0.58,1.16,3970.0,1.66,1000.0
01/02/2022,131236,IHCO,2,33690.26,71483,60,0.45,2.36,6505.0,2.84,16200.0
01/02/2022,131237,EMAR,2,803.59,5753,4,0.13,1.07,19430.0,1.57,67067.0
01/02/2022,131239,PHNX,2,10636.76,62568,20,0.17,1.44,348579.0,1.93,24600.0
01/02/2022,131241,COHO,2,3290.3,4250,11,0.77,1.23,107.0,1.73,6715.0
01/02/2022,131243,MSFT,2,963.15,2205,9,0.43,1.18,14246.0,1.68,755.0
01/02/2022,131245,NCMD,2,469.8,174,3,2.7,1.05,50.0,1.55,863.0
01/02/2022,131246,HIPR,2,191690.0,364500,76,0.52,2.72,12507.0,3.2,5500.0
01/02/2022,131247,UNAI,2,40740.34,52046,37,0.76,1.83,1900.0,2.32,4555.0
01/02/2022,131255,DERA,2,11704.75,17008,41,0.68,1.92,6239.0,2.41,4110.0
01/02/2022,131256,ABUS,2,96091.07,113345,150,0.82,4.42,2086.0,4.88,320.0
01/02/2022,131258,FUTR,2,5398.36,22514,17,0.23,1.36,3896.0,1.86,3500.0
01/02/2022,131260,SALM,2,232.0,200,2,1.16,1.02,1050.0,1.52,142.0
01/02/2022,131261,RICS,2,2242.53,7008,8,0.31,1.16,5595.0,1.66,2500.0
01/02/2022,131262,RUMM,2,30397.22,86847,51,0.35,2.14,135210.0,2.63,78815.0
01/02/2022,131263,CARD,2,350.0,5000,2,0.07,1.02,2370.0,1.52,176500.0
01/02/2022,131265,THDI,2,29582.1,12865,15,2.25,1.32,164.0,1.82,150.0
01/02/2022,131267,KAFA,2,228.0,400,2,0.57,1.02,4650.0,1.52,500.0
01/02/2022,131268,THMA,2,5549.25,11325,16,0.49,1.34,2920.0,1.84,39200.0
01/02/2022,131269,FRST,2,423.78,2018,4,0.21,1.07,29139.0,1.57,19596.0
01/02/2022,131270,PROF,2,20972.58,43271,12,0.48,1.25,32389.0,1.75,8979.0
01/02/2022,131271,JEDI,2,5935.47,6310,25,0.92,1.55,400.0,2.04,2223.0
01/02/2022,131272,FOOD,0,0.44,11,2,0.04,1.02,4255.0,1.52,10572.0
01/02/2022,131274,DARA,2,9074.0,16200,16,0.56,1.34,1400.0,1.84,24643.0
01/02/2022,131278,SHRA,2,372711.02,402392,67,0.91,2.52,2600.0,3.0,37520.0
01/02/2022,131281,AMWJ,2,276.0,2200,5,0.12,1.09,22200.0,1.59,78575.0
01/02/2022,131282,DAIF,2,3118.16,11708,13,0.26,1.27,35867.0,1.77,29489.0
01/02/2022,131283,SURA,2,69186.0,133050,3,0.52,1.05,3672.0,1.55,10330.0
01/02/2022,131286,MANE,1,26103.81,15168,35,1.72,1.78,518.0,2.27,3575.0
01/02/2022,141002,JPPC,2,107809.14,34993,16,3.07,1.34,331.0,1.84,300.0
01/02/2022,141003,APCT,2,46471.96,24580,50,1.87,2.12,2125.0,2.61,24.0
01/02/2022,141009,ICAG,2,867.0,850,6,1.02,1.11,1630.0,1.61,977.0
01/02/2022,141012,DADI,2,278.54,236,4,1.18,1.07,548.0,1.57,470.0
01/02/2022,141015,JOCF,0,56.6,50,2,1.13,1.02,240.0,1.52,10.0
01/02/2022,141018,JOPH,1,137132.37,7815,92,17.45,3.09,150.0,3.56,164.0
01/02/2022,141019,JOPI,2,12023.33,16968,26,0.7,1.58,2465.0,2.07,1350.0
01/02/2022,141036,ATTA,2,6272.75,4165,19,1.47,1.42,651.0,1.91,295.0
01/02/2022,141039,WIRE,2,547.58,2539,8,0.21,1.16,69271.0,1.66,11277.0
01/02/2022,141042,JOCM,0,3233.96,6602,17,0.46,1.36,1000.0,1.86,160.0
01/02/2022,141043,APOT,1,4540.75,170,5,26.6,1.09,200.0,1.59,60.0
01/02/2022,141055,JOIR,2,17108.42,35213,32,0.48,1.71,2112.0,2.2,90.0
01/02/2022,141058,ATCO,2,537138.27,345724,130,1.52,3.96,1541.0,4.42,11.0
01/02/2022,141065,RMCC,2,11845.91,28250,20,0.41,1.44,5350.0,1.93,1653.0
01/02/2022,141070,JOST,2,3180.41,10949,15,0.29,1.32,11510.0,1.82,20973.0
01/02/2022,141072,AEIN,0,715.8,4210,8,0.17,1.16,10492.0,1.66,25325.0
01/02/2022,141074,UTOB,2,74133.35,97534,76,0.76,2.72,8637.0,3.2,6000.0
01/02/2022,141086,INOH,0,150242.51,54610,13,2.72,1.27,392.0,1.77,264.0
01/02/2022,141091,NATA,2,103070.75,93953,99,1.08,3.25,18145.0,3.72,34130.0
01/02/2022,141094,NDAR,2,3654.86,1561,13,2.34,1.27,1.0,1.77,0.0
01/02/2022,141097,MECE,0,84677.96,169456,84,0.49,2.9,38600.0,3.38,10010.0
01/02/2022,141106,IDMC,1,29163.2,47310,43,0.61,1.96,2000.0,2.45,27600.0
01/02/2022,141204,JPHM,0,11608.02,28550,18,0.4,1.4,9049.0,1.89,14500.0
01/02/2022,141208,AQRM,2,27887.19,40261,62,0.68,2.4,6318.0,2.88,4525.0
01/02/2022,141209,MBED,1,4149.2,1804,8,2.3,1.16,1450.0,1.66,100.0
01/02/2022,141213,CJCC,0,325.0,1120,2,0.29,1.02,980.0,1.52,615.0
01/02/2022,141215,UCIC,2,88282.26,193764,88,0.45,3.0,18377.0,3.47,95910.0
01/02/2022,141216,SHLE,0,6560.41,11465,22,0.53,1.49,500.0,1.98,1000.0
01/02/2022,142041,JOPT,1,324721.1,90860,141,3.55,4.21,15181.0,4.67,7887.0
01/03/2022,111001,JOIB,1,103245.46,28173,36,3.66,1.8,271.0,2.29,593.0
01/03/2022,111002,JOKB,1,9604.22,7019,16,1.36,1.34,385.0,1.84,100.0
01/03/2022,111003,JCBK,2,17564.53,18315,34,0.95,1.76,7.0,2.25,0.0
01/03/2022,111004,THBK,1,940.94,252,5,3.65,1.09,5067.0,1.59,925.0
01/03/2022,111005,AJIB,1,18100.67,12887,14,1.4,1.29,1513.0,1.79,1000.0
01/03/2022,111006,SIBK,1,11470.7,6250,8,1.81,1.16,500.0,1.66,250.0
01/03/2022,111007,UBSI,1,3368.84,1946,5,1.73,1.09,139.0,1.59,45.0
01/03/2022,111009,ABCO,1,3600.0,4000,2,0.9,1.02,5000.0,1.52,600.0
01/03/2022,111014,INVB,1,7320.88,5077,10,1.43,1.2,500.0,1.7,923.0
01/03/2022,111017,CAPL,1,51927.52,23777,23,2.17,1.51,3000.0,2.0,263.0
01/03/2022,111020,SGBJ,1,1680.57,1142,4,1.47,1.07,236.0,1.57,651.0
01/03/2022,111021,CABK,1,42035.36,29996,19,1.4,1.42,11548.0,1.91,10255.0
01/03/2022,111022,BOJX,1,28017.85,12455,20,2.24,1.44,184.0,1.93,3400.0
01/03/2022,111027,BAMB,0,1224.49,5101,17,0.24,1.36,6275.0,1.86,14.0
01/03/2022,111033,AHLI,1,121590.2,121847,30,0.99,1.67,116604.0,2.16,753.0
01/03/2022,113023,ARBK,1,145054.08,30600,57,4.69,2.29,486.0,2.77,2016.0
01/03/2022,121002,MEIN,1,306900.0,225000,4,1.36,1.07,1600.0,1.57,1000.0
01/03/2022,121004,JOIN,1,5250.0,2750,9,1.9,1.18,500.0,1.68,1300.0
01/03/2022,121020,AIUI,2,9185.6,6601,23,1.39,1.51,999.0,2.0,600.0
01/03/2022,121025,TIIC,1,1358.0,970,3,1.4,1.05,230.0,1.55,700.0
01/03/2022,121026,ARAS,2,85.0,500,1,0.17,1.0,38889.0,1.5,69500.0
01/03/2022,131002,ABMS,2,22078.32,25089,18,0.88,1.4,500.0,1.89,1000.0
01/03/2022,131003,JOHT,2,386.0,200,1,1.93,1.0,109.0,1.5,200.0
01/03/2022,131004,JOEP,1,41536.28,33851,18,1.22,1.4,3890.0,1.89,33980.0
01/03/2022,131005,AIHO,2,1325.0,1500,3,0.88,1.05,950.0,1.55,1000.0
01/03/2022,131010,IREL,1,481.06,50,3,9.51,1.05,386.0,1.55,126.0
01/03/2022,131011,VFED,2,879984.0,476440,4,1.83,1.07,1501.0,1.57,10000.0
01/03/2022,131017,JDPC,2,7006.62,15582,27,0.44,1.6,420.0,2.09,11010.0
01/03/2022,131018,MHFZ,2,858.63,1175,5,0.73,1.09,255.0,1.59,534.0
01/03/2022,131019,TAJM,2,20756.95,59297,28,0.35,1.62,30275.0,2.11,85000.0
01/03/2022,131023,JITC,2,1485.0,1300,2,1.14,1.02,200.0,1.52,500.0
01/03/2022,131025,JEIH,2,143.45,259,2,0.55,1.02,5500.0,1.52,150.0
01/03/2022,131051,ZEIC,1,3331.69,1579,2,2.11,1.02,2900.0,1.52,1000.0
01/03/2022,131064,ABLA,0,1.44,18,1,0.08,1.0,133965.0,1.5,211309.0
01/03/2022,131069,UINV,2,338385.47,342153,64,0.97,2.45,5965.0,2.93,4350.0
01/03/2022,131073,ULDC,2,441111.2,303873,84,1.44,2.9,4190.0,3.38,1500.0
01/03/2022,131076,JNTH,2,300325.88,774465,168,0.38,4.83,49813.0,5.28,84700.0
01/03/2022,131077,SPIC,1,34067.55,30700,54,1.09,2.22,1300.0,2.7,6500.0
01/03/2022,131082,AEIV,2,77008.0,135100,4,0.56,1.07,21680.0,1.57,3500.0
01/03/2022,131087,REDV,2,6323.26,10198,14,0.62,1.29,2990.0,1.79,1000.0
01/03/2022,131092,ARED,0,600.46,20012,5,0.03,1.09,579261.0,1.59,64698.0
01/03/2022,131101,AQAR,2,905.17,1351,5,0.67,1.09,250.0,1.59,500.0
01/03/2022,131206,JTEL,1,492356.8,224063,87,2.18,2.98,4025.0,3.45,5941.0
01/03/2022,131207,CICO,2,5857.62,4399,5,1.32,1.09,0.0,1.59,2000.0
01/03/2022,131208,NAQL,2,674.0,3200,6,0.21,1.11,5000.0,1.61,62200.0
01/03/2022,131213,RJAL,0,9989.2,49946,15,0.2,1.32,3500.0,1.82,39550.0
01/03/2022,131217,IPRO,0,903.58,10651,5,0.08,1.09,34727.0,1.59,364509.0
01/03/2022,131218,REAL,2,327.32,334,1,0.98,1.0,700.0,1.5,266.0
01/03/2022,131222,PIEC,1,11676.0,8340,6,1.4,1.11,500.0,1.61,3000.0
01/03/2022,131224,IBFM,2,15460.68,33392,35,0.46,1.78,20472.0,2.27,0.0
01/03/2022,131225,INMA,0,23551.27,62798,7,0.36,1.14,9945.0,1.64,1000.0
01/03/2022,131226,INVH,0,2122.74,11146,17,0.19,1.36,16143.0,1.86,6950.0
01/03/2022,131227,AMWL,0,1653.6,15030,6,0.11,1.11,64750.0,1.61,50422.0
01/03/2022,131228,OFTC,2,1900.0,6550,12,0.29,1.25,4950.0,1.75,50.0
01/03/2022,131229,JRCD,2,13562.24,29202,34,0.45,1.76,2000.0,2.25,3570.0
01/03/2022,131230,SECO,0,326.61,573,3,0.57,1.05,69.0,1.55,200.0
01/03/2022,131231,AMAL,2,3680.0,4000,3,0.9,1.05,575.0,1.55,1000.0
01/03/2022,131236,IHCO,2,6828.8,16230,10,0.42,1.2,6080.0,1.7,36500.0
01/03/2022,131237,EMAR,2,3003.0,23100,12,0.13,1.25,334.0,1.75,44226.0
01/03/2022,131239,PHNX,2,15207.1,84720,19,0.17,1.42,353462.0,1.91,184430.0
01/03/2022,131241,COHO,2,5501.9,7620,17,0.72,1.36,578.0,1.86,4239.0
01/03/2022,131243,MSFT,2,4535.0,10300,9,0.44,1.18,29654.0,1.68,24753.0
01/03/2022,131246,HIPR,2,120305.55,234905,47,0.51,2.05,7834.0,2.54,28000.0
01/03/2022,131247,UNAI,2,31562.79,45888,45,0.68,2.01,1918.0,2.5,7782.0
01/03/2022,131248,SHBC,0,65.2,210,2,0.31,1.02,190.0,1.52,200.0
01/03/2022,131249,SANA,2,25820.0,60500,6,0.42,1.11,2425.0,1.61,1250.0
01/03/2022,131251,FFCO,2,1651.81,3077,6,0.53,1.11,2353.0,1.61,23.0
01/03/2022,131255,DERA,2,5253.41,8119,8,0.63,1.16,1100.0,1.66,500.0
01/03/2022,131256,ABUS,2,1091.9,1790,3,0.61,1.05,400.0,1.55,20340.0
01/03/2022,131258,FUTR,2,674.56,2760,9,0.24,1.18,1600.0,1.68,1000.0
01/03/2022,131262,RUMM,2,11140.3,33746,36,0.33,1.8,78031.0,2.29,2.0
01/03/2022,131263,CARD,2,1200.0,20000,1,0.06,1.0,160583.0,1.5,144500.0
01/03/2022,131265,THDI,2,16778.94,8434,41,1.94,1.92,272.0,2.41,0.0
01/03/2022,131267,KAFA,2,37284.17,84642,32,0.43,1.71,4493.0,2.2,4750.0
01/03/2022,131268,THMA,2,97120.4,147004,93,0.65,3.11,3436.0,3.58,5000.0
01/03/2022,131269,FRST,2,5847.72,27832,6,0.21,1.11,31731.0,1.61,8000.0
01/03/2022,131270,PROF,2,11589.1,24300,17,0.46,1.36,13646.0,1.86,12500.0
01/03/2022,131271,JEDI,2,6197.53,5949,21,1.0,1.46,90.0,1.95,201.0
01/03/2022,131274,DARA,2,125592.0,223360,69,0.55,2.56,9450.0,3.04,6200.0
01/03/2022,131275,SABK,2,18648.0,26100,28,0.71,1.62,5000.0,2.11,5000.0
01/03/2022,131278,SHRA,2,13234.76,14930,23,0.87,1.51,1000.0,2.0,2800.0
01/03/2022,131282,DAIF,2,1300.0,5000,1,0.26,1.0,25151.0,1.5,28645.0
01/03/2022,131283,SURA,2,13797.48,26717,19,0.51,1.42,25356.0,1.91,2000.0
01/03/2022,131285,AMON,2,6237.2,7404,10,0.81,1.2,4500.0,1.7,200.0
01/03/2022,131286,MANE,1,10529.61,6173,15,1.7,1.32,2849.0,1.82,1230.0
01/03/2022,131290,TRUK,0,4767.9,5420,10,0.86,1.2,400.0,1.7,200.0
01/03/2022,141003,APCT,2,33705.09,18904,54,1.76,2.22,757.0,2.7,850.0
01/03/2022,141009,ICAG,2,392.0,400,2,0.98,1.02,667.0,1.52,1944.0
01/03/2022,141010,ACDT,2,11496.28,9000,20,1.27,1.44,867.0,1.93,2000.0
01/03/2022,141011,NAST,2,509.73,435,4,1.17,1.07,187.0,1.57,50.0
01/03/2022,141012,DADI,2,6703.41,6221,13,1.07,1.27,1040.0,1.77,2063.0
01/03/2022,141015,JOCF,0,5571.28,6331,16,0.88,1.34,4896.0,1.84,0.0
01/03/2022,141018,JOPH,1,424131.44,22180,181,19.04,5.13,931.0,5.58,789.0
01/03/2022,141019,JOPI,2,35842.0,46900,46,0.76,2.03,200.0,2.52,1800.0
01/03/2022,141036,ATTA,2,27448.5,20190,40,1.33,1.89,3470.0,2.38,550.0
01/03/2022,141039,WIRE,2,7372.2,36171,13,0.2,1.27,66607.0,1.77,130700.0
01/03/2022,141042,JOCM,0,46.0,100,1,0.46,1.0,540.0,1.5,100.0
01/03/2022,141043,APOT,1,20769.27,769,14,26.8,1.3,38.0,1.8,10.0
01/03/2022,141055,JOIR,2,2776.4,7280,8,0.38,1.16,6967.0,1.66,2700.0
01/03/2022,141058,ATCO,2,350457.38,300099,186,1.14,5.24,2640.0,5.69,2.0
01/03/2022,141061,ELZA,0,330.0,1000,2,0.33,1.02,1000.0,1.52,2250.0
01/03/2022,141065,RMCC,2,4478.42,11759,12,0.38,1.25,1350.0,1.75,9241.0
01/03/2022,141070,JOST,2,13404.88,49644,35,0.27,1.78,39714.0,2.27,656.0
01/03/2022,141072,AEIN,0,22.94,137,3,0.16,1.05,2537.0,1.55,22010.0
01/03/2022,141074,UTOB,2,51582.75,55343,27,0.93,1.6,11922.0,2.09,5000.0
01/03/2022,141081,NOOR,0,175.0,100,1,1.75,1.0,500.0,1.5,22.0
01/03/2022,141086,INOH,0,2097887.24,806058,100,2.5,3.27,200.0,3.74,249.0
01/03/2022,141091,NATA,2,55015.25,52968,50,1.03,2.12,2950.0,2.61,14871.0
01/03/2022,141097,MECE,0,15742.9,34984,21,0.45,1.46,20059.0,1.95,70500.0
01/03/2022,141098,ASPMM,2,628.32,816,1,0.77,1.0,1184.0,1.5,3000.0
01/03/2022,141106,IDMC,1,89092.66,150236,59,0.59,2.33,2800.0,2.81,20314.0
01/03/2022,141208,AQRM,2,53038.52,93075,136,0.56,4.1,5112.0,4.56,5601.0
01/03/2022,141210,HPIC,1,10573.55,2815,7,3.74,1.14,305.0,1.64,200.0
01/03/2022,141213,CJCC,0,4229.18,15661,8,0.26,1.16,490.0,1.66,3968.0
01/03/2022,141214,ASAS,2,305.1,610,3,0.5,1.05,3800.0,1.55,0.0
01/03/2022,141215,UCIC,2,6046.4,14060,13,0.43,1.27,23071.0,1.77,22809.0
01/03/2022,141216,SHLE,0,162.25,305,4,0.51,1.07,305.0,1.57,55.0
01/03/2022,141217,IPCH,2,9295.78,11901,23,0.78,1.51,1400.0,2.0,0.0
01/03/2022,141223,SHBA,0,3455.5,1550,8,2.15,1.16,50.0,1.66,50.0
01/03/2022,141224,NCCO,1,2129.1,1000,3,2.12,1.05,50.0,1.55,150.0
01/03/2022,142041,JOPT,1,267077.47,74483,144,3.53,4.28,3971.0,4.74,2410.0
01/06/2022,111001,JOIB,1,149910.27,42022,46,3.55,2.03,5312.0,2.52,6000.0
01/06/2022,111002,JOKB,1,15575.19,11057,33,1.4,1.74,100.0,2.23,2751.0
01/06/2022,111003,JCBK,1,2465.94,2500,5,0.98,1.09,320.0,1.59,500.0
01/06/2022,111004,THBK,1,5644.14,1561,4,3.61,1.07,1496.0,1.57,325.0
01/06/2022,111005,AJIB,1,24847.44,19720,6,1.26,1.11,988.0,1.61,1000.0
01/06/2022,111006,SIBK,1,23064.0,12400,2,1.86,1.02,500.0,1.52,214.0
01/06/2022,111007,UBSI,1,13040.61,7626,7,1.71,1.14,300.0,1.64,250.0
01/06/2022,111017,CAPL,1,1047669.95,356742,114,2.88,3.59,10.0,4.06,1208.0
01/06/2022,111021,CABK,1,9471.3,7230,11,1.31,1.23,4270.0,1.73,34830.0
01/06/2022,111022,BOJX,1,5891.94,2852,8,2.06,1.16,5318.0,1.66,570.0
01/06/2022,111027,BAMB,0,801.29,3642,8,0.22,1.16,15457.0,1.66,1.0
01/06/2022,111033,AHLI,1,79280.23,78438,48,1.0,2.08,706.0,2.57,171912.0
01/06/2022,113023,ARBK,1,1189756.62,248382,53,4.77,2.2,5274.0,2.68,20646.0
01/06/2022,121002,MEIN,1,2460.0,2000,2,1.23,1.02,3990.0,1.52,1300.0
01/06/2022,121007,JERY,1,1109.6,584,2,1.9,1.02,0.0,1.52,0.0
01/06/2022,121009,JOFR,1,9.0,10,1,0.9,1.0,390.0,1.5,500.0
01/06/2022,121014,AOIC,2,28.2,15,1,1.88,1.0,200.0,1.5,500.0
01/06/2022,121015,SFIC,0,660.0,3000,4,0.22,1.07,0.0,1.57,2001.0
01/06/2022,121025,TIIC,1,5603.28,4019,10,1.38,1.2,3478.0,1.7,159.0
01/06/2022,121026,ARAS,2,3024.0,18900,7,0.16,1.14,12600.0,1.64,10000.0
01/06/2022,121033,DRKM,0,6330.1,14600,7,0.42,1.14,500.0,1.64,500.0
01/06/2022,121034,FINS,1,935.55,1485,3,0.63,1.05,2400.0,1.55,7574.0
01/06/2022,131004,JOEP,1,241327.13,166306,139,1.44,4.17,4245.0,4.63,13080.0
01/06/2022,131005,AIHO,2,208.0,200,1,1.04,1.0,600.0,1.5,0.0
01/06/2022,131010,IREL,1,146.25,15,2,9.75,1.02,92.0,1.52,100.0
01/06/2022,131017,JDPC,2,13764.66,40474,35,0.34,1.78,10711.0,2.27,9760.0
01/06/2022,131018,MHFZ,2,49.8,60,1,0.83,1.0,1940.0,1.5,756.0
01/06/2022,131022,JDFS,1,2184.0,240,1,9.1,1.0,100.0,1.5,200.0
01/06/2022,131023,JITC,2,1757.5,1750,5,1.0,1.09,500.0,1.59,100.0
01/06/2022,131027,JOMA,0,39.48,1266,3,0.03,1.05,55105.0,1.55,291290.0
01/06/2022,131052,AIEI,1,2299.5,950,6,2.42,1.11,20.0,1.61,56.0
01/06/2022,131067,ZARA,2,25.65,57,1,0.45,1.0,193.0,1.5,1500.0
01/06/2022,131069,UINV,2,1277524.63,1920161,489,0.65,12.2,13000.0,12.56,109376.0
01/06/2022,131073,ULDC,2,74227.63,53395,86,1.38,2.96,1069.0,3.43,40.0
01/06/2022,131076,JNTH,2,37373.53,97256,48,0.38,2.08,93974.0,2.57,4400.0
01/06/2022,131077,SPIC,1,33733.84,42164,39,0.8,1.87,3236.0,2.36,500.0
01/06/2022,131082,AEIV,2,20113.6,34665,10,0.58,1.2,39867.0,1.7,1000.0
01/06/2022,131086,SIJC,2,13904.49,14632,22,0.95,1.49,10.0,1.98,0.0
01/06/2022,131098,MALL,2,495.5,950,6,0.52,1.11,500.0,1.61,1750.0
01/06/2022,131101,AQAR,2,1649.03,2266,9,0.71,1.18,3334.0,1.68,560.0
01/06/2022,131206,JTEL,1,324855.87,163161,102,1.98,3.32,27127.0,3.79,625.0
01/06/2022,131207,CICO,2,8000.0,5000,1,1.6,1.0,5278.0,1.5,611.0
01/06/2022,131213,RJAL,0,108632.8,543164,9,0.2,1.18,1688.0,1.68,73155.0
01/06/2022,131217,IPRO,0,800.9,10010,5,0.08,1.09,228891.0,1.59,69600.0
01/06/2022,131218,REAL,1,1081.0,950,8,1.11,1.16,700.0,1.66,1850.0
01/06/2022,131224,IBFM,2,6487.91,32778,15,0.19,1.32,11030.0,1.82,4391.0
01/06/2022,131226,INVH,0,950.8,3800,7,0.25,1.14,1970.0,1.64,250.0
01/06/2022,131228,OFTC,2,652.56,2719,5,0.24,1.09,8219.0,1.59,1631.0
01/06/2022,131229,JRCD,2,11280.0,22560,31,0.5,1.69,5375.0,2.18,7000.0
01/06/2022,131230,SECO,0,225.0,500,1,0.45,1.0,2006.0,1.5,2000.0
01/06/2022,131231,AMAL,2,17016.25,17725,4,0.96,1.07,589.0,1.57,760.0
01/06/2022,131232,CEBC,2,1479.82,1689,4,0.85,1.07,200.0,1.57,500.0
01/06/2022,131234,AMAD,2,1870.41,2507,9,0.73,1.18,197.0,1.68,1203.0
